BH10_FDSW220017130-1r	BH12_FDSW220017132-1r	BH14_FDSW220017134-1r	BH15_FDSW220017135-1r	BH2_FDSW220017122-1r	BH4_FDSW220017124-1r	BH6_FDSW220017126-1r	BH8_FDSW220017128-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DY10_FDME210438608-1r	DY11_FDME210438609-1r	DY13_FDME210438611-1b	DY15_FDME210438613-1r	DY2_FDME210438600-1b	DY3_FDME210438601-1r	DY6_FDME210438604-1r	DY7_FDME210438605-1r	LYG11_FDME210455392-2r	LYG13_FDME210455394-1a	LYG15_FDME210455396-1a	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	LYG5_FDME210455386-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	NB15_FDME210455366-1r	NB1_FDME210455352-1r	NB2_FDME210455353-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB7_FDME210455358-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r	ST10_L1	ST12_L1	ST13_L1	ST15_L1	ST1_FDME220007465-1r	ST3_L1	ST7_FDME220007471-1r	ST9_L1	SY11_FDME210455407-1r	SY12_FDME210455408-1r	SY13_FDME210455409-2a	SY15_FDME210455411-2a	SY1_FDME210455397-2a	SY3_FDME210455399-2a	SY7_FDME210455403-2a	SY9_FDME210455405-2a	WZ10_L1	WZ11_L1	WZ14_L1	WZ15_FDME210455471-1r	WZ1_L1	WZ3_L1	WZ5_L1	WZ7_FDME210455463-1r	XM10_FDME220007444-1r	XM12_FDME220007446-1r	XM14_FDME220007448-1r	XM15_FDME220007449-1r	XM2_FDME220007436-1r	XM4_FDME220007438-1r	XM6_FDME220007440-1r	XM8_FDME220007442-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	ZH11_FDSW220008794-2r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	ZH1_FDSW220008784-1r	ZH3_FDSW220008786-1r	ZH5_FDSW220008788-1r	ZH7_FDSW220008790-1r	ZH9_FDSW220008792-2r
K02697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	7	9	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
K02699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02703	5	1	10	6	7	3	2	4	52	67	57	54	23	23	69	45	1	0	0	10	2	5	1	0	2	66	86	15	5	7	35	62	24	37	23	23	11	18	24	18	18	15	11	2	15	32	25	21	16	36	55	99	95	156	84	67	175	195	106	182	71	76	58	136	7	12	7	14	9	6	11	10	12	6	12	16	21	8	22	17	28	30	52	54	52	55	58	56	3	3	10	3	7	2	9	4
K02705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02706	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	1	0	1	2	0	1	0	2	2	2	2	3	1	0	4	0	0	0	0	1	0	0	0	1	8	1	3	4	6	5	11	2	8	2	2	5	1	3	3	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	2	1	0	0	0	0
K02709	0	0	0	0	0	0	0	0	1	3	4	1	3	2	8	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	1	0	3	0	4	3	0	1	0	0	0	1	2	1	1	1	3	4	9	6	7	4	9	5	4	3	4	0	3	0	6	0	0	0	2	2	1	1	0	0	1	0	2	1	1	2	3	0	0	2	1	6	0	2	2	1	0	0	0	0	2	0	0
K02725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0
K02726	0	2	0	0	0	0	0	0	3	0	0	3	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	2	0	1	0	5	5	2	2	7	5	5	4	3	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	2	0	0	1	0	0	1	0
K02727	0	0	0	0	0	0	0	0	0	2	1	2	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	3	1	0	0	0	1	0	0	0	1	5	3	1	0	0	1	10	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	2	2	1	2	1	0	0	3	0	0	0	0	0	0	0	0
K02728	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	8	2	1	0	3	0	1	4	0	1	0	0	1	0	0	0	0	0	0	0	19	12	16	20	0	19	4	23	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
K02729	0	0	2	0	1	0	0	0	0	1	2	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	5	5	1	2	2	2	7	1	1	1	0	8	9	4	5	2	1	4	4	6	7	12	8	11	10	1	6	0	9	3	6	3	7	4	5	7	12	8	6	5	1	1	6	0	4	2	5	8	19	7	4	12	8	15	6	0	1	1	0	5	0	1	0
K02730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	2	0	5	2	3	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02731	2	3	2	2	0	0	1	0	3	3	0	4	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	3	4	8	10	28	2	4	3	5	1	1	0	7	2	2	7	0	2	2	0	11	5	7	8	10	14	6	10	0	12	1	22	8	14	8	7	8	3	14	6	2	5	3	4	1	7	1	2	7	16	12	15	5	14	6	7	3	1	0	0	5	0	4	1
K02732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	15	14	15	0	9	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K02735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3	25	8	12	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02737	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
K02738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K02739	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	1	3	0	0	0	0	0	0	0	0	0
K02742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02770	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	1	2	0	2	8	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0
K02773	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	2	6	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K02783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K02784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
K02796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
K02800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02805	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0
K02806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02823	7	3	31	11	2	7	6	6	3	2	8	1	4	22	6	8	6	13	7	5	24	36	7	2	9	3	3	5	11	4	6	5	6	5	6	1	0	5	6	4	6	6	9	10	1	2	4	0	12	11	10	15	8	9	9	17	1	2	13	4	4	5	13	4	11	4	7	6	5	4	5	8	7	10	10	12	9	7	11	10	9	3	2	3	1	3	5	2	13	16	18	10	11	15	10	18
K02824	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	5	5	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
K02825	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
K02833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	1	1	0	2	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
K02836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	3	1	4	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0
K02837	5	5	6	3	11	2	10	4	0	0	0	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	0	2	5	0	0	1	0	0	0	0	0	2	1	1	0	0	1	0	0	3	1	4	4	3	3	0	4	0	0	0	0	0	0	4	0	1	1	1	0	0	0	0	0	3	0	1	1	0	3	2	6	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	2
K02838	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0
K02843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	3	0	0	0	0	0	2	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	2	3	2	3	0	0	1	5	2	3	0	4	0
K02844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	0	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0
K02846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2
K02849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1	0	2
K02851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02858	6	5	5	0	5	3	1	6	0	1	4	1	2	1	1	3	6	4	2	7	3	3	4	1	10	13	8	9	7	11	6	6	8	4	9	5	4	6	2	4	7	9	6	12	5	7	8	3	3	0	3	2	4	1	1	1	2	1	3	1	2	4	9	0	5	8	4	2	11	8	5	8	0	7	6	2	1	3	0	4	1	4	0	0	0	1	2	2	2	1	2	0	1	1	1	3
K02863	6	14	9	16	9	9	12	9	6	2	6	5	7	10	8	5	4	12	12	4	5	24	3	9	19	4	0	11	9	17	10	4	13	13	10	15	6	9	14	7	14	10	18	14	19	6	6	10	32	27	18	16	19	3	14	15	0	0	3	0	2	9	5	1	9	13	11	8	13	7	5	24	13	12	6	23	18	11	15	14	16	12	8	10	17	18	12	8	10	8	10	13	5	8	10	10
K02864	7	15	3	4	11	9	11	9	8	5	7	10	12	15	12	10	9	6	11	9	7	13	9	3	14	11	2	18	15	27	17	11	8	5	7	10	8	4	9	7	15	8	8	17	5	5	9	3	15	25	2	3	3	4	14	7	3	0	3	0	4	5	2	4	5	10	5	5	10	5	3	7	1	4	1	0	4	5	3	2	3	5	4	1	6	4	0	3	12	18	11	17	5	19	13	8
K02865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
K02866	0	4	3	3	2	1	5	0	10	3	10	6	7	7	3	0	4	6	9	5	4	8	7	7	0	0	11	2	2	6	4	2	13	11	12	7	3	11	13	8	1	2	6	7	4	4	11	6	1	9	1	1	2	1	3	0	3	3	6	3	5	2	4	2	4	11	5	12	10	11	11	8	7	5	5	5	13	4	2	3	11	12	7	8	7	5	15	5	8	3	7	4	3	6	4	4
K02867	4	1	9	4	3	6	7	4	2	5	1	2	1	4	4	5	1	0	7	4	1	6	4	2	3	2	0	3	5	2	1	4	8	16	9	8	9	16	15	18	3	6	17	6	26	14	23	18	15	15	6	10	21	8	3	10	5	1	2	2	1	1	3	0	21	11	15	12	16	18	19	22	6	15	4	6	9	7	3	3	15	8	10	10	9	11	10	10	1	1	6	4	5	7	1	3
K02868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0
K02869	3	1	4	7	11	3	1	0	5	0	2	4	3	1	0	3	3	5	2	3	3	10	7	6	0	0	0	0	1	0	2	1	2	6	3	5	2	3	3	4	8	8	2	0	8	8	4	11	14	6	5	2	11	5	9	5	0	0	2	0	0	0	3	0	4	10	7	4	9	9	9	7	6	1	1	4	10	3	3	5	4	8	5	3	2	2	3	3	5	4	2	1	4	3	1	6
K02870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
K02871	12	2	2	9	5	2	4	1	1	3	2	1	6	7	2	3	1	4	2	4	11	2	1	1	4	8	2	4	10	11	3	5	3	4	2	4	3	7	7	1	4	3	3	1	7	1	4	3	1	0	0	1	1	4	1	5	0	0	5	1	4	2	1	1	2	1	3	0	3	3	9	3	1	1	3	0	1	5	4	1	2	4	6	2	1	5	1	2	1	1	2	5	4	2	3	5
K02872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
K02873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2
K02874	0	0	1	2	0	0	1	0	2	4	0	0	0	1	0	2	2	2	0	1	0	4	2	1	1	5	7	4	4	0	7	5	7	10	6	4	5	10	2	7	1	2	2	2	6	7	6	5	5	10	10	15	19	10	11	8	28	23	13	16	6	6	7	10	9	3	4	9	6	6	2	13	5	7	7	4	9	3	0	3	6	10	15	7	23	12	10	11	2	3	3	0	4	3	1	5
